,UserGenere,UserAge,UserExperience,TimeStamp,PlayerSpeed,PlayerAcceleration,CameraRotationZ,GameFps,DiscomfortLevel,UserGenere_contri,UserAge_contri,UserExperience_contri,TimeStamp_contri,PlayerSpeed_contri,PlayerAcceleration_contri,CameraRotationZ_contri,GameFps_contri,importanceProfile,importanceGame
3989,1,2,0,243.0075,24,-3,0.106331,90,1,1.056023755296034,-0.017627865741669545,-0.0,204.80695045654008,-3.0974588012781292,-0.0615629256304384,0.0011953175658121313,43.61458009655657,UserGenere,PlayerSpeed
3990,1,0,0,200.0146,34,18,-0.063493,90,1,1.056023755296034,-0.0,-0.0,168.57249374107664,-4.388066635144017,0.3693775537826304,-0.0007137551439007407,43.61458009655657,UserGenere,PlayerSpeed
3991,1,2,0,53.016059999999996,81,15,0.055974,90,1,1.056023755296034,-0.017627865741669545,-0.0,44.68198542769649,-10.453923454313687,0.307814628152192,0.0006292304730395487,43.61458009655657,UserGenere,PlayerSpeed
3992,1,0,0,94.99329,47,-30,-0.046658,92,1,1.056023755296034,-0.0,-0.0,80.0604345081273,-6.06585681916967,-0.615629256304384,-0.0005245048667431175,44.58379298759117,UserGenere,PlayerSpeed
3993,1,0,0,203.003,80,16,0.024115,90,1,1.056023755296034,-0.0,-0.0,171.09112008283284,-10.324862670927097,0.32833560336233814,0.00027108823484740623,43.61458009655657,UserGenere,PlayerSpeed
3994,0,0,0,69.99294,26,-1,0.0047079999999999995,90,1,0.0,-0.0,-0.0,58.99011592188547,-3.3555803680513066,-0.020520975210146133,5.292487703344758e-05,43.61458009655657,UserGenere,PlayerSpeed
3995,0,0,0,41.993559999999995,39,-19,-0.0017739999999999998,90,1,0.0,-0.0,-0.0,35.39221201985018,-5.03337055207696,-0.38989852899277655,-1.9942381448032286e-05,43.61458009655657,UserGenere,PlayerSpeed
3996,1,2,0,48.01652,28,-28,0.066937,90,1,1.056023755296034,-0.017627865741669545,-0.0,40.46836839494858,-3.6137019348244843,-0.5745873058840918,0.0007524707931155227,43.61458009655657,UserGenere,PlayerSpeed
3997,0,0,0,261.0089,73,-4,-0.014184,90,1,0.0,-0.0,-0.0,219.97854737411816,-9.421437187220976,-0.08208390084058453,-0.0001594491197626212,43.61458009655657,UserGenere,PlayerSpeed
3998,0,0,0,226.9932,2,-13,0.038525,90,1,0.0,-0.0,-0.0,191.31008329525423,-0.25812156677317744,-0.2667726777318997,0.0004330779285712761,43.61458009655657,UserGenere,PlayerAcceleration
3999,1,2,0,87.00851,40,-29,0.041611,90,1,1.056023755296034,-0.017627865741669545,-0.0,73.33085438460694,-5.162431335463548,-0.5951082810942379,0.0004677691287677968,43.61458009655657,UserGenere,PlayerSpeed
4000,1,0,0,54.00445,74,-26,-0.053693,90,1,1.056023755296034,-0.0,-0.0,45.51500145297036,-9.550497970607566,-0.5335453554637994,-0.0006035886623952636,43.61458009655657,UserGenere,PlayerSpeed
4001,1,0,1,148.0075,76,16,-0.028702,90,1,1.056023755296034,-0.0,-0.9808252155569881,124.74086075407695,-9.808619537380743,0.32833560336233814,-0.00032265289307859224,43.61458009655657,UserGenere,PlayerSpeed
